6.710684,0.973402,0.164432,14.136858,2.139875,0.000000,3.503765,9.217376,2.472736,3.436264,4.308250,0.000000,0.000000,6.273526,13.254596,9.041193,6.405506,5.069210,1.748253,7.692956,1.869163,14.775326,4.119759,1.627266,1.411413,3.920457,5.392729,1.697185,5.188156,7.279498,0.000000,0.000000,2.977552,4.924588,0.000000
7.955395,0.626413,0.065244,15.838915,1.716690,0.000000,3.139452,12.040880,1.516024,2.190644,3.233097,0.637540,0.000000,5.920322,15.719489,10.924243,6.337673,8.327812,3.038532,6.536360,0.206017,17.135706,3.683314,0.731026,1.720911,5.143313,6.100622,1.551288,7.131718,6.185387,1.189075,0.270006,1.497185,7.871899,0.660787
7.360536,1.179205,0.000000,16.829606,3.874269,0.000000,2.410062,14.397620,2.961532,0.570745,2.500653,1.876740,0.000000,4.433685,16.984476,11.971875,7.442177,9.091257,2.118157,5.637809,0.234566,19.651773,2.319014,1.181099,2.453487,6.409752,8.501915,2.843997,9.562881,4.984858,3.894299,0.187906,0.000000,9.064913,1.218563
6.587374,1.691948,0.000000,17.779391,7.430422,0.000000,0.860759,16.237251,3.046397,2.332458,2.165237,3.393604,0.632855,3.446295,18.077289,15.103843,7.061715,8.737712,3.497594,6.250433,0.493032,20.721403,2.646336,0.743318,2.033650,10.316792,7.743272,4.129589,10.285024,3.732119,3.013222,1.406860,0.000000,9.467028,3.044800
6.071888,2.230347,0.000000,18.422310,10.010366,0.317615,0.000000,16.949929,4.072466,1.789218,3.296540,5.192180,1.723260,2.447766,20.168577,15.708046,6.778368,9.266925,3.554042,5.389678,0.806674,21.258932,2.851391,2.438955,0.921865,13.759594,7.123110,4.651184,11.032979,0.490534,2.455505,3.350359,0.000000,10.608742,5.852685
7.193225,2.454572,0.629086,18.190547,11.134577,0.000000,0.000000,16.684134,6.537204,0.111511,7.252853,3.812481,1.874817,3.219543,20.031909,15.171648,7.405356,10.612068,0.643900,5.896460,1.646618,20.061419,3.295341,5.249572,0.003485,14.082968,8.588282,6.023568,11.632423,0.658028,2.442996,6.393880,0.000000,11.704953,7.443597
6.435831,1.548008,1.813542,15.505187,11.665695,3.430051,0.000000,12.850223,8.400378,0.064133,8.990773,2.557242,5.675556,6.941254,15.903783,15.326293,6.053977,8.540298,0.000000,7.683906,4.284585,14.369402,3.838530,8.736542,2.238761,15.814547,12.316080,8.261697,13.107976,5.020049,4.433214,10.296719,0.996513,8.194385,6.896289
3.195489,0.302202,1.163749,10.538755,14.511155,10.776977,2.707967,10.710077,8.673855,0.058734,8.313467,5.252620,10.985745,9.757845,11.899483,16.852841,5.179835,3.908007,0.000000,9.305814,6.664577,6.282022,1.743453,14.017616,5.016503,20.452465,15.449445,10.290290,17.180540,3.003495,4.660708,12.116556,7.232325,4.823575,6.486978
4.409810,0.099622,0.592641,5.150653,15.359640,15.687547,6.670756,6.972436,9.281102,0.320658,10.649608,6.524918,14.941076,8.375403,6.115372,16.214483,5.466404,1.898494,1.370516,8.943159,9.140317,1.330129,1.577416,15.513071,6.790290,20.140788,15.194559,13.495364,16.967472,2.825828,7.465089,14.527930,8.297513,2.450538,6.229844
5.189291,0.240630,1.097298,3.650797,14.760752,18.219599,8.898945,4.126503,10.649224,2.914944,9.184966,6.441187,16.093134,8.451878,4.668543,15.918061,6.426561,1.050042,2.430342,9.381443,12.010126,0.000000,1.951596,16.584641,8.420350,17.353800,15.111677,14.133226,16.947549,4.512925,7.473078,12.522430,11.644388,0.880271,4.079470
